what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327621445341
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327621455894
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327621463310
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621465422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621467134
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621469690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621472199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1327621472271
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1327621472271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621473776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621475145
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327621478600
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1327621479738
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621483796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621485244
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621489889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621498835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621501515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621503701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621504163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621504983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621506351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621508197
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327621510952
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621512027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621513681
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1327621514085
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327621515616
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621517466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621518695
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327621522726
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327621523483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327621527531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1327621531464
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1327621536673
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327621543851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327621545758
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327621546198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327621548255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327621552991
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1327621575447
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1327621578754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621582682
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621602213
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327621610392
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621611977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621613054
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327621618229
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621619562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621620504
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327621629844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621631094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621632496
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327621642749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327621649438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327621651050
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1327621745369
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327636933055
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327636935843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327636938802
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327636941274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327636967640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327636993735
opened,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327636994171
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327636994209
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637086768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637105224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637112429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637117233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637119724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637120801
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637172208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637180214
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637191531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637192674
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637193864
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637210912
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637216135
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637278785
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637291758
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637305892
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637315304
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637325664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637326749
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637327753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637333834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637341988
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637345957
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637390829
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637395934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637399400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637460188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637484751
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637516817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637544994
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637551070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637552172
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637553728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637567650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637574098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637616350
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637621313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637623993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637625112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637634749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637636402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637637881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637653745
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637655772
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637657697
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637710947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637731663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637734669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637735612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637809748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637816881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637839105
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637840275
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637842985
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327637924920
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637925921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327637986598
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638029756
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638039978
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638078353
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638080698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638144502
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638170139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638194238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638204302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638226987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327638229159
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327638230534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327638235094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327638348918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638391517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638410610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638418537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638461637
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638465122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327638484700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327638546321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638566914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638577217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638583158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638590371
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638597540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638621542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638635875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638643664
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638645973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638650087
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638653796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638656358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327638663343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327638667546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327638668777
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327638672519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675408943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327675418501
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327698353389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327698355671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327880825850
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327880826849
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327880829581
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327880830645
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327882517877
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327882520317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327882524442
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327882528034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327882532422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327882547274
opened,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327882548053
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327882548093
