what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894289253
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894291421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894300849
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894307563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894315705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894330255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327894344960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327894349749
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327894354084
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327894362231
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1327894368144
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1327894368826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894402374
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894577640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327894603402
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894605932
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894607000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894612837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894617074
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327894627244
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1327894649619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894649713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894651842
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1327894651903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894657328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894665606
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1327894671920
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327894672973
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327894674393
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327894675164
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1327894676376
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327894676670
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327894678197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894681944
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894683536
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327894685886
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327894686000
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327894686001
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327894687619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894690207
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894691266
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327894691324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894697121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894706074
opened,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327894706505
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327894706552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894708819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894710769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1327894711439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327894711826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327894712340
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894713485
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894714338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894731534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894742820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327894781173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327894790364
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894792054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894798992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327894814545
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327894825160
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327894828326
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327894828803
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327894837498
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327894868220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327894868614
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894870945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894872691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327894884348
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894885866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894887637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327894901946
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968753425
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327968754776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968760223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968769705
opened,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968770416
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968770459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327968774283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1327968792044
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327968793800
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327968794405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327968800921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968809435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968814795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968830581
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968837030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327968865457
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327968874235
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327968879759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968881132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968885352
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327968892915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968894463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968895438
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327968899226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968900365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968901190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968908591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968965270
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327968970298
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968970298
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968970322
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968970345
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968970386
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968970528
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968970557
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968970582
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968970604
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968970711
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968970818
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968970931
opened,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968974815
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968974842
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327968978628
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968978628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1327968978648
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968990098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327968997153
opened,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968997454
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327968997491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969020419
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969023410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969028369
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969030518
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969032534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969036276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969057483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969069574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969072232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969080221
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969090160
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969104709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969120870
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969125933
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969127667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969132489
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327969138910
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327969139261
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327969139661
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327969140157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969142220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969145567
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969148303
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969149185
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969190849
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969240866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969253922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969256467
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969262903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969264682
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969269394
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969272909
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969297401
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969303530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969305608
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969307555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969309660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969314663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969319927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969321915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969324165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969325504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969328034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969336967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969339663
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327969370279
opened,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327969371425
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327969371464
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327969378560
closed,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327969378560
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327969382409
opened,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327969382796
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327969382829
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327969385090
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969388081
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969394014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969396562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969404025
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969418612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969421863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969444681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969460058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969462107
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969476877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969482619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969484728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969486616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969493121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969500478
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969502597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969505183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969506730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969529567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969531701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969532595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969534202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969539886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969542338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969548819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969550660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969553095
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969555436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969567007
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969592940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969602132
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969628978
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969637861
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969645855
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969650347
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969652784
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969665158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969682480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969716599
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1327969720259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327969720694
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969721707
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969737601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327969738721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970131151
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1327970131858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970135186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970138094
opened,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327970138309
activated,editor,org.scala-ide.sdt.core,2.0.0.v-2_09-201112200102-82421c5,"scala.tools.eclipse.ScalaSourceFileEditor",1327970138377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327970149478
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327970152299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327970153050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970153824
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970162855
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327970171457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970171887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970173948
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327970181779
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970182378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970192605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970194368
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970198446
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970232075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970236317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970240641
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970241264
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327970262447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970271236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970302099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327970306383
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327970341422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327970351207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327970373742
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970375698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327970380649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327970387040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327970393219
